airline_sentiment,text
positive,mellani whole team columbia sc absolute superstars incredibly helpful
negative,writing detailed letter experience today never experienced awful cs ever
positive,still like united airlines
negative,losing bags daysampcharging toarrange pick upin argentinaclaiming tollfree wont reimburse help
negative,theres nothing love hold hour
negative,epicfail cx flight frankfurt san francisco going chicago flight crew hours due deicing delay
negative,bad practice disappointed airline preparedhonestly last time fly guys
negative,sent dm requested heard anything address issue brought dm explain happened
negative,total bshave class seats connecting flight crew late flight miss connection next plane yet dont honor
negative,fix jet bridges minute delay gatestill waiting jetblues
negative,cool announce flight delay everyone checking hour delay bdldca staff offering help
neutral,thanks much
negative,hey aa suggestion note seat maps seats electronics box blocking legroom
neutral,dont fly nashville
positive,found camera thank rock
neutral,want go new orleans houston see dad md anderson help
neutral,thanks change music boarding gates
positive,making miracles customer service department gave far one friendliest phone calls ever wheelsup
neutral,party hotlanta
neutral,im supposed fly dallas help get new itinerary
neutral,need help ticket dm
negative,envoy airlines disgrace aa family nothing delays cancelled flightlations week week
negative,someone assist dms waiting hour phone hours twitter
negative,thanks hope get movies tvs broke flight
negative,ive shampoo winter coat deodorant flatiron rest stuff since sat
neutral,think snow boston effect flight
negative,worst experience life avoid costs lose belongings humanity even offer compensation
negative,thanks worst customer service face earth loved hrs hold along cancelled flightled flights
neutral,flight full open middle seat want sit policy
negative,fuck
negative,ive tried less times today get touch service desk beginning est im luck help
negative,thank sad couldnt talk real person amp kept getting disconnected automated msg
negative,happened afternoon huge amt incoming planes sfo delayed hours frustrating
negative,visiting sju returning paris checked bag gate sju arrived paris
neutral,followed
neutral,ok start looking flights
negative,time days flight delayed gate agent hasnt said anything thanks memories neveragain
negative,jfk las
neutral,hiring flight attendants right
neutral,thnx response bot seems improvement could easily attained class service really worth
negative,guys suck another cancelled flighted flight every flight issue
negative,sad dont think important resolve client facing team behaves disgraceful
negative,landed standing waiting bags loaded plane sidewhy isnt crew heretiredcustomer
positive,sooo earlier said couldnt fly school trip
negative,maybe would care hear went whoever listens issues caused
negative,let passengers board issue hour amp pilot doesnt know well leave
negative,fact rule makes poor customer service cancelled flightchange penalty hoops
negative,advantage agents horrible ive waiting hours call back hung rude agent
negative,guys horrible first get stuck snow hr ewr sitting cmh saying could gate
negative,us hour plane us airways representative kim enters deteriorating picture unhelpful assurances
